track_id,song_id,artist_id,artist_name,song_title,genre,dot_match_1,dot_match_2,dot_match_3,cov_match_1,cov_match_2,cov_match_3,cov_match_1_title,cov_match_2_title,cov_match_3_title,corr_match_1_title,corr_match_2_title,corr_match_3_title
TRVWMWN128E0788952,SOMANNK12A6701F0A1,ARN5NHX1187FB4F755,The Smashing Pumpkins,Perfect (Nellee Hooper Instrumental),electronic,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TREBGAA128E078FC52,TRFUJVJ128F426F2A2,TREBGAA128E078FC52,TRWSYHO128F4282346,Lauryn Hill - Interlude 5,Erykah Badu - I Want You,Twista - I'm A Winner (Amended Album Version),RIDDLIN' KIDS - Ship Jumper,The Wonder Years - Dude_ What Is a Land Pirate?,Harry Connick_ Jr. - We Are In Love
TRDHPGJ128F4289C44,SOESBMW12A8AE48210,AR8V1X71187B9B919B,Kylie Minogue,Love At First Sight (The Scumfrog's Beauty And The Beast Vocal Edit),electronic,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TRDPGXU128F9339C2A,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TRDPGXU128F9339C2A,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Neil Diamond - Delirious Love,Bonnie Raitt - Hear Me Lord,Smokey Robinson - Cruisin'
TRFSQXF128F9311B25,SOCHMTD1288D3E7D9D,ARVKJGO12086C15075,LMFAO,I Am Not A Whore,electronic,TRCHZXW128E079288A,TRXHFMI128F429B2F2,TRDPGXU128F9339C2A,TRCHZXW128E079288A,TRXHFMI128F429B2F2,TRKLJAG128F42B31CF,Eminem - 8 Mile,Rufio - Over It (Acoustic),Mario Vazquez - Everytime I...,Phosphorescent - Not A Heel,Björk - Hunter,Room Eleven - Bitch
TRXACXM12903CEC365,SOEFTYS129F06C1DEB,ARPD2KK1187B9B8B98,Cascada,Fever,electronic,TRBVPVV128F425F14F,TRWSYHO128F4282346,TRGUCIR128F933D817,TRBVPVV128F425F14F,TRWSYHO128F4282346,TRGUCIR128F933D817,Daft Punk - Touch It / Technologic,Twista - I'm A Winner (Amended Album Version),Vanilla Ice - Ice Is Workin' It,Devo - Whip It,The Plasmatics - Corruption,Uriah Heep - Save It
TRWWVGC12903CB5C50,SOBSJQH12AB01876C3,AR6LZB61187B9AF431,Depeche Mode,Freestate,electronic,TRLCWTH128F92C7F82,TRCDMRL12903CB105C,TRGLNKG128F9307689,TRLCWTH128F92C7F82,TRCDMRL12903CB105C,TRUEPSG128F149639E,Marques Houston - Cancel (Album Version),Fatboy Slim - Acid 8000,Stevie Wonder - All Day Sucker,Damn Yankees - Firefly (LP Version),Marques Houston - Cancel (Album Version),Animal Collective - Brother Sport
TRYIJWH128F146948C,SOXZUAV12A6310F21A,AR6LZB61187B9AF431,Depeche Mode,Personal Jesus,electronic,TRFUJVJ128F426F2A2,TRGLNKG128F9307689,TRDPGXU128F9339C2A,TRFUJVJ128F426F2A2,TRGLNKG128F9307689,TRDPGXU128F9339C2A,Lauryn Hill - Interlude 5,Eminem - My Darling,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lollipop Lust Kill - Personal Jesus,Blackalicious - Just What Can Happen,Martin Jondo - Hold You
TRDIAZY12903CB6532,SOWUJPS12AB018ACA8,ARAXU5Z1187B98FECD,Gorillaz,Broken,electronic,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRWSYHO128F4282346,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TRDPGXU128F9339C2A,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Erasure - The Circus,Sean Kingston - Magical,Bad Religion - Operation Rescue
TRTUJAL128F423E18D,SOGNWLL12AF72AAA61,ARAXU5Z1187B98FECD,Gorillaz,Kids With Guns (Quiet Village Remix),electronic,TRBVPVV128F425F14F,TRGUCIR128F933D817,TRYUJAX12903CF14E7,TRBVPVV128F425F14F,TRGUCIR128F933D817,TRYUJAX12903CF14E7,Daft Punk - Touch It / Technologic,Vanilla Ice - Ice Is Workin' It,Charley Patton - Shake It And Break It,Daft Punk - Touch It / Technologic,The Specials - Doesn't Make It Alright,Devo - Whip It
TRBTXNE12903CB6528,SOCMRWF12AB018AC92,ARAXU5Z1187B98FECD,Gorillaz,Rhinestone Eyes,electronic,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRFLWJZ128F425C9E4,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRFLWJZ128F425C9E4,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Pharcyde - Otha Fish,Kottonmouth Kings - Bump,A Tribe Called Quest - Peace_ Prosperity & Paper,Above The Law - Flow On (Move Me No Mountain)
TRKQRSQ128F92D5134,SOTTAJB12A8C142C18,AR4L4WQ1187FB51996,The Prodigy,Invaders Must Die,electronic,TREENUC12903CBE042,TRJTYVS128F9354DB0,TRDTODK128F1458778,TREENUC12903CBE042,TRJTYVS128F9354DB0,TRDTODK128F1458778,Fler - NDW 2005,ARRESTED DEVELOPMENT - Stand,UB40 - The Earth Dies Screaming,PeterLicht - Popkultur / Meide,Jungle Rot - Immersed In Pain,Mylène Farmer - We'll Never Die
TRBFVAA128F423C356,SOCWAFA12A8AE48A78,AR4L4WQ1187FB51996,The Prodigy,Wake Up Call (Album Version),electronic,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TRHGZOJ128F14A2ED0,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TRHGZOJ128F14A2ED0,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),The Simpsons - Do The Bartman,Marissa Nadler - Undertaker,Trisha Yearwood - Come Back When It Ain't Rainin',Black Box - Strike It Up
TRFSCLD12903CD213F,SOENGNL12AB018E1BD,AR4L4WQ1187FB51996,The Prodigy,We Gonna Rock,electronic,TRCXMEY12903CD1FB6,TRCETEN128F42AD6D0,TREXCMT128F933D825,TRCXMEY12903CD1FB6,TRCETEN128F42AD6D0,TREXCMT128F933D825,Apollo 440 - Stop The Rock,Bowling For Soup - Here We Go,Vanilla Ice - It's A Party,The B-52s - Rock Lobster (Live),Charlie Robison - Good Times,Ferlin Husky - Convoy
TRZTQEP128E0792526,SOYMEOT12A6701DE9A,ARK9TRQ1187B99C095,Nine Inch Nails,The Great Collapse,electronic,TRFUJVJ128F426F2A2,TRGUCIR128F933D817,TRBVPVV128F425F14F,TRFUJVJ128F426F2A2,TRGUCIR128F933D817,TRBVPVV128F425F14F,Lauryn Hill - Interlude 5,Vanilla Ice - Ice Is Workin' It,Daft Punk - Touch It / Technologic,Dillinger Four - A Floater Left With Pleasure In The Executive Washroom.,Time Again - Day Like This,Agonoize - C.O.A.
TRLTFVP128E0782B34,SOITPXC12A6310E0DA,AR9L6R11187B9AA3F2,Duran Duran,Electric Barbarella (Radio Edit),electronic,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TRDPGXU128F9339C2A,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TRDPGXU128F9339C2A,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Antlers - Epilogue,Marissa Nadler - Famous Blue Raincoat,Small Sins - She's The Source
TRFVWXW128F931A0E9,SOPERLI129F0824AA5,ARAOQ5T1187FB435AB,Björk,Pluto,electronic,TRCHZXW128E079288A,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRCHZXW128E079288A,TRFUJVJ128F426F2A2,TRKLJAG128F42B31CF,Eminem - 8 Mile,Lauryn Hill - Interlude 5,Mario Vazquez - Everytime I...,Fear My Thoughts - Wasteland,Incubus - Pardon Me,Basia Bulat - Birds Of Paradise
TRKQQMW128F92D54DF,SOMXUUY12A8C141D38,ARD063K11C8A422ED7,Empire Of The Sun,Delta Bay,electronic,TRFLWJZ128F425C9E4,TRDPGXU128F9339C2A,TRWSYHO128F4282346,TRFLWJZ128F425C9E4,TRWSYHO128F4282346,TRDPGXU128F9339C2A,The Pharcyde - Otha Fish,Twista - I'm A Winner (Amended Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Memphis Minnie - Down In The Alley,Wu-Tang Clan - The What,Thursday - Unintended Long Term Effects
TRFYMPB128F93100C0,SOXKRRQ12AB017C0F2,ARD063K11C8A422ED7,Empire Of The Sun,We Are The People (Shazam Remix),electronic,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TREBGAA128E078FC52,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TREBGAA128E078FC52,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Clawfinger - Revenge,Jay-Jay Johanson - Rush,The Corrs - Irresistible ( LP Version )
TRBCSDW128F424D686,SOQWSGM12A6D4FC3C6,ARIRCA31187FB58E84,The Maine,You Left Me,electronic,TRFUJVJ128F426F2A2,TRUGLTC128F4227B93,TRVLIZK128F428845E,TRFUJVJ128F426F2A2,TRUGLTC128F4227B93,TRVLIZK128F428845E,Lauryn Hill - Interlude 5,Danity Kane - Hold Me Down (Album Version),Five - That's What You Told Me,Les Valentins - It's Too Late,The Isley Brothers - Touch Me,Hilary Duff - Play With Fire
TRRXQJA128F1472A56,SOYPJMP12AF72A901D,ARWA8AH1187FB3FC84,Hot Chip,The Warning,electronic,TRWSYHO128F4282346,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRWSYHO128F4282346,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Annihilator - Hunter killer,Shai - Waiting For The Day,The Dells - It's All Up To You
TRMDYBW128F14A17E8,SOODBDC12A8C13E4E9,ARTH03J1187FB3E00C,Enter Shikari,Keep It On Ice,electronic,TRDPGXU128F9339C2A,TRGLNKG128F9307689,TRHNOMB12903CB2544,TRDPGXU128F9339C2A,TRCDMRL12903CB105C,TRHNOMB12903CB2544,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Fatboy Slim - Acid 8000,Life Without Buildings - New Town,At The Gates - Captor Of Sin (Slayer Cover),Kotipelto - Lord Of Eternity,Gorefest - Super Reality
TRCNUNL128F93437CF,SOYQNWH12AB0180C07,ARTH03J1187FB3E00C,Enter Shikari,The Jester,electronic,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRWSYHO128F4282346,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRWSYHO128F4282346,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lost Boyz - Keep It Real,Murs - You & I,Above The Law - Flow On (Move Me No Mountain)
TRIPJIJ128F1453AE0,SORSPQO12A6D4F782F,AREACYD1187FB566DE,Enya,Lazy Days,electronic,TRFUJVJ128F426F2A2,TRGUCIR128F933D817,TRBVPVV128F425F14F,TRFUJVJ128F426F2A2,TRGUCIR128F933D817,TRBVPVV128F425F14F,Lauryn Hill - Interlude 5,Vanilla Ice - Ice Is Workin' It,Daft Punk - Touch It / Technologic,Anjali - Mistress Of Disguise,Darden Smith - Swept Away,Earlimart - It's Okay To Think About Ending
TRPLRVY128F1473EBE,SOTCEXG12A6D4F60FE,AREACYD1187FB566DE,Enya,Someone Said Goodbye,electronic,TRFUJVJ128F426F2A2,TREBGAA128E078FC52,TRWSYHO128F4282346,TRFUJVJ128F426F2A2,TREBGAA128E078FC52,TRWSYHO128F4282346,Lauryn Hill - Interlude 5,Erykah Badu - I Want You,Twista - I'm A Winner (Amended Album Version),Rosanne Cash - I Don't Know Why You Don't Want Me,Mr. Vegas - I Don't Know Why I Love You,Ten Years After - I Don't Know That You Don't Know My Name (2004 Digital Remaster)
TRWPUDX128F148F907,SODFLBN12A6D4F923A,AREACYD1187FB566DE,Enya,The Magic Of The Night,electronic,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TRFLWJZ128F425C9E4,TRFUJVJ128F426F2A2,TRFLWJZ128F425C9E4,TRWSYHO128F4282346,Lauryn Hill - Interlude 5,The Pharcyde - Otha Fish,Twista - I'm A Winner (Amended Album Version),Lard - The Power Of Lard,Seelenkrank - Lost,Assemblage 23 - MAPS OF REALITY
TRZQTSM128F9328120,SOZDITZ12A58A7B41A,AR91C8S1187B990901,Bruce Springsteen,Gave It A Name,folk,TRFUJVJ128F426F2A2,TRGUCIR128F933D817,TRDPGXU128F9339C2A,TRFUJVJ128F426F2A2,TRGUCIR128F933D817,TRBVPVV128F425F14F,Lauryn Hill - Interlude 5,Vanilla Ice - Ice Is Workin' It,Daft Punk - Touch It / Technologic,Rasputina - Mr. E. Leon Rauis,Freezepop - Ninja Of Love (Album Version),Devo - Mongoloid
TRNZCWJ128F427099F,SODXHZV12A8C1340B6,ARH861H1187B9B799E,Johnny Cash,The Vanishing Race,folk,TRDPGXU128F9339C2A,TRFUJVJ128F426F2A2,TRCHZXW128E079288A,TRDPGXU128F9339C2A,TRFUJVJ128F426F2A2,TRCHZXW128E079288A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Eminem - 8 Mile,Domine - The Ride Of The Valkyries,Helen Reddy - Peaceful,Art Garfunkel - The Sound of Silence
TRJQRAP128F9314B3F,SOMSWGY12AB017F755,ARZENOX1187B98A645,John Mayer,All We Ever Do Is Say Goodbye,folk,TRFUJVJ128F426F2A2,TREBGAA128E078FC52,TRWSYHO128F4282346,TRFUJVJ128F426F2A2,TREBGAA128E078FC52,TRPZAPZ128F9341D3E,Lauryn Hill - Interlude 5,Erykah Badu - I Want You,R. Kelly - Don't You Say No,Kelly Price - Don't Say Goodbye,Lisa Stansfield - Goodbye,Morcheeba - Part Of The Process
TRETJUU128F426402A,SOYHOTV12A8C132B9B,ARZENOX1187B98A645,John Mayer,Clarity,folk,TROIJDA128F9341E70,TRDPGXU128F9339C2A,TRFUJVJ128F426F2A2,TROIJDA128F9341E70,TRDPGXU128F9339C2A,TRFUJVJ128F426F2A2,R. Kelly - I Mean (I Don't Mean It),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Cat Stevens - Rubylove,Gorky's Zygotic Mynci - Honeymoon With You,Teena Marie - Dear Lover
TRNOUUF128F4280B8D,SOHREDT12A8C13862F,ARZENOX1187B98A645,John Mayer,Why Georgia,folk,TRCHZXW128E079288A,TRDPGXU128F9339C2A,TRXHFMI128F429B2F2,TRCHZXW128E079288A,TRXHFMI128F429B2F2,TRDPGXU128F9339C2A,Eminem - 8 Mile,Rufio - Over It (Acoustic),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Eminem - Rabbit Run,Common - Book Of Life
TREKVTY128E0784BA3,SOBHKVI12A6701F1C8,ARC8CQZ1187B98DECA,Jack Johnson,Mudfootball (For Moe Lerner),folk,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRQAWKR128F425EEC3,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRQAWKR128F425EEC3,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Michael Jackson - Man In The Mirror,Shane MacGowan And The Popes - More Pricks Than Kicks,Beast - Devil,Bouncing Souls - East Coast Fuck You
TRYNAAP128F427EF64,SOCJTTL12A8C14009F,AR7OA5G1187B98D3A0,Sufjan Stevens,Sister Winter,folk,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRWSYHO128F4282346,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRWSYHO128F4282346,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Bette Midler - Friends/Oh My My (LIve),Diary of Dreams - Tears of Laughter,Abba - Waterloo
TRFMWVJ128E0791E70,SODZLMJ127D977E810,ARE0WH81187B9A7BA3,Rufus Wainwright,In A Graveyard,folk,TRFUJVJ128F426F2A2,TRTLIKK128E07862DA,TRDPGXU128F9339C2A,TRFUJVJ128F426F2A2,TRTLIKK128E07862DA,TRDPGXU128F9339C2A,Lauryn Hill - Interlude 5,Ja Rule - One of Us,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Birth Control - Gamma Ray,Asphyx - Indulge In Frenzy,Naglfar - And The World Shall Be Your Grave
TRLTTDC128E079380E,SOCTYHG12A679D7E2B,ARE0WH81187B9A7BA3,Rufus Wainwright,Baby,folk,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TRDPGXU128F9339C2A,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TREBGAA128E078FC52,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Less Than Jake - I Think I Love You,Next - I Still Love You,Mario Vazquez - Everytime I...
TRUCWXA128F92E4944,SOYGQGR12AF72ABAB8,ARQEBGJ122E6447D2B,Edward Sharpe & The Magnetic Zeros,Janglin,folk,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRGLNKG128F9307689,TRFUJVJ128F426F2A2,TRFSCLD12903CD213F,TRGLNKG128F9307689,Lauryn Hill - Interlude 5,The Prodigy - We Gonna Rock,Eminem - My Darling,Suicide Commando - Dead March,Dead Kennedys - Goons of Hazzard,Thompson Twins - We Are Detective
TRGQBAX128F426EFCA,SOERZLJ12A8C132D53,AR5FP401187FB523C9,Bob Dylan,Ballad In Plain D,folk,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRCHZXW128E079288A,TRDPGXU128F9339C2A,TRFUJVJ128F426F2A2,TRCHZXW128E079288A,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Eminem - 8 Mile,Con Funk Shun - Electric Lady,Example - Birthday Card,Chicago - Caroline (Album Version)
TRGSDTP128F92F76D1,SOHMZEX12A8C132F5F,AR5FP401187FB523C9,Bob Dylan,One Of Us Must Know (Sooner Or Later),folk,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TREBGAA128E078FC52,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TREBGAA128E078FC52,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Angela Bofill - I Try,Leonard Cohen - Chelsea Hotel #2,Clawfinger - Revenge
TRMRMTN128F92D426F,SOIZDJI12A8C1435C7,ARSF0K11187B9AF319,James Taylor,It's Growing,folk,TRFUJVJ128F426F2A2,TRBVPVV128F425F14F,TRGUCIR128F933D817,TRFUJVJ128F426F2A2,TRBVPVV128F425F14F,TRGUCIR128F933D817,Lauryn Hill - Interlude 5,Daft Punk - Touch It / Technologic,Vanilla Ice - Ice Is Workin' It,Big Bad Voodoo Daddy - Big And Bad,16 Horsepower - Coal Black Horses,TLC - Shock Dat Monkey
TRDFPTZ128F14B108C,SOJKUOG12A6D4FD11D,ARSF0K11187B9AF319,James Taylor,Oh_ Susannah (LP Version),folk,TRDPGXU128F9339C2A,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TRDPGXU128F9339C2A,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Snoop Dogg - Snoopafella (Edited),King Tee - Act A Fool,Arc Angels - Shape I'm In
TROZEMN128F4262CCA,SOHSTLE12A8C132425,ARSF0K11187B9AF319,James Taylor,Something In The Way She Moves,folk,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRYCBLK12903CE6A0E,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRYCBLK12903CE6A0E,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twiztid - She Ain't Afraid,Atmosphere - Hair,Obie Trice - Got Some Teeth,The Pharcyde - Passin' Me By
TRGAZWQ12903CB0BA9,SOGJZZZ12AF72AA43B,ARYQES41187B9B960F,David Gray,Draw The Line,folk,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRLCWTH128F92C7F82,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRLCWTH128F92C7F82,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Marques Houston - Cancel (Album Version),Against All Authority - Stand In Line,Beck - Farewell Ride,Pat Green - California
TRSNACX128E078AA88,SOKYDGS12A6701E3CB,ARYQES41187B9B960F,David Gray,Sail Away,folk,TREZBFM128F428508A,TRFUJVJ128F426F2A2,TRUGLTC128F4227B93,TREZBFM128F428508A,TRFUJVJ128F426F2A2,TRUGLTC128F4227B93,Fatboy Slim - The Rockafeller Skank,Lauryn Hill - Interlude 5,Danity Kane - Hold Me Down (Album Version),OV7 - Angelica,Usher - Nice & Slow,The Quireboys - Misled
TRXCQOC12903CB0BBA,SOEWUQY12AB0188156,ARYQES41187B9B960F,David Gray,Stella The Artist,folk,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRYCBLK12903CE6A0E,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRYCBLK12903CE6A0E,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twiztid - She Ain't Afraid,Bob Dylan - Ballad In Plain D,Biz Markie - Vapors,Karan Casey - Song Of Lies
TRPGPVH128F429B2F0,SOGACYC12A8C13C528,ARZWK2R1187B98F09F,Rise Against,Swing Life Away (Acoustic),folk,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRWSYHO128F4282346,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRWSYHO128F4282346,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Josh Turner - Soulmate,Tony Sly - On the Outside,Skankin' Pickle - Gas In My Car
TRHLRGU128F42643FB,SORGTNE12D02193408,AR5FP401187FB523C9,Bob Dylan,Billy 4,folk,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TRGLNKG128F9307689,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TRLDRYJ128F930BBB4,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Pain of Salvation - Spitfall,Pain of Salvation - Spitfall,Murs - The Dance,Warrant - Hollywood (So Far_ So Good)
TRFCCKL128F426EE8E,SORACYK12D02193097,AR5FP401187FB523C9,Bob Dylan,Stuck Inside Of Mobile With The Memphis Blues Again,folk,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRWSYHO128F4282346,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRWSYHO128F4282346,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Biz Markie - Vapors,Tonedeff - Ridiculous,The Arrogant Sons Of Bitches - Kill The President
TRGOYOU128F93223F2,SOWILEH12CF5F8729B,AR5FP401187FB523C9,Bob Dylan,Pretty Peggy-O,folk,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRGLNKG128F9307689,TRFUJVJ128F426F2A2,TRLCWTH128F92C7F82,TRGLNKG128F9307689,Lauryn Hill - Interlude 5,Marques Houston - Cancel (Album Version),Eminem - My Darling,Rasputina - Mr. E. Leon Rauis,Bad Religion - Automatic Man (Album Version),Bauhaus - The Sanity Assassin
TROMGSH128F427A408,SOBADWZ12CF5F86CD7,AR5FP401187FB523C9,Bob Dylan,She Belongs To Me,folk,TRYCBLK12903CE6A0E,TRAUNHR128F92DBBC1,TRXJTJZ128F4295464,TRYCBLK12903CE6A0E,TRAUNHR128F92DBBC1,TRXJTJZ128F4295464,Twiztid - She Ain't Afraid,UGK (Underground Kingz) - She Luv It,The Corrs - Queen Of Hollywood ( LP Version ),Lionel Richie - She's Amazing,Janie Fricke - She's Single Again,DAN SEALS - Addicted
TRFBWEC128F42B8346,SOFDFBL12CF5F89018,AR5FP401187FB523C9,Bob Dylan,When The Deal Goes Down,folk,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRWSYHO128F4282346,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRWSYHO128F4282346,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Martin Jondo - Hold You,Hieroglyphics - Shift Shape,The Streets - The Irony Of It All (Album Version)
TRDVYVJ128F426F7C0,SOXYGEE12CF5F875CF,AR5FP401187FB523C9,Bob Dylan,With God On Our Side,folk,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRGUCIR128F933D817,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRGUCIR128F933D817,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Vanilla Ice - Ice Is Workin' It,Lost Boyz - Keep It Real,Warren G - We Brings Heat,Mack 10 - LBC And The ING (Explicit)
TREKVGV128E0788976,SOSHHZB12A6701F0C5,ARN5NHX1187FB4F755,The Smashing Pumpkins,Terrapin,folk,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TREBGAA128E078FC52,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TREBGAA128E078FC52,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Fat Joe - Preacher On A Sunday Morning,Ayo - Only You,Y&T - Beautiful Dreamer
TRUUBKE128F426F5C0,SONBFSZ12AF729E7A3,ARSF0K11187B9AF319,James Taylor,On The 4th of July,folk,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRTLIKK128E07862DA,TRFUJVJ128F426F2A2,TRTLIKK128E07862DA,TRDPGXU128F9339C2A,Lauryn Hill - Interlude 5,Ja Rule - One of Us,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Kurt Elling - Moonlight Serenade,Sebadoh - Showtape '91,Immortal Technique - The 4th Branch
TRJZYIT128F426D5BE,SONYMBG12CF5826721,ARSF0K11187B9AF319,James Taylor,Company Man,folk,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TRQAWKR128F425EEC3,TRFUJVJ128F426F2A2,TRWSYHO128F4282346,TRQAWKR128F425EEC3,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Michael Jackson - Man In The Mirror,Jeff Timmons - Can't You See,Ayo - Only You,HELLYEAH - Nausea
TRYOIZM128F14567A0,SODRUMV12A6D4F7A58,ARTBSEF1187FB3CBDE,Jimmy Buffett,Ace,folk,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRQAWKR128F425EEC3,TRFUJVJ128F426F2A2,TRDPGXU128F9339C2A,TRQAWKR128F425EEC3,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Michael Jackson - Man In The Mirror,Bellamy Brothers - Old Hippie,Suicidal Tendencies - Possessed To Skate,Binary Star - Wolfman Jack
